angkatan,periode_masuk,tanggal_masuk,program_studi,jalur_masuk,jalur_masuk_raw,beasiswa_kerjasama,asal_3t,jatah_sks,ips,sks_kumulatif,ipk,sub_angkatan,kurikulum,jenis_kelamin,agama,sekolah_asal,kabupaten_sekolah,propinsi_sekolah,kabupaten_ktp,propinsi_ktp,pekerjaan_wali,semester_akhir,status_akhir,source_year
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.19,151,3.45,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Padang,Sumatera Barat,PEGAWAI BUMN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,171,3.58,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Sukoharjo,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,3.72,154,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surabaya,Jawa Timur,Karyawan,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBP,SNMPTN,,,,4,153,3.33,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Surakarta,Jawa Tengah,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,3.94,154,3.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Tasikmalaya,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,3.9,154,3.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Thailand,Luar Negeri,PEGAWAI BUMN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,1.55,40,1.67,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,MENGUNDURKAN DIRI,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,2.21,147,2.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bogor,Jawa Barat,KARYAWAN SWASTA,,REGISTRASI,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,4,151,3.77,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Bogor,Jawa Barat,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,2.98,150,2.73,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Tangerang,Banten,Karyawan Swasta,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Prestasi,,,,0,20,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kab. Karo,Sumatera Utara,PENSIUNAN,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.53,144,2.75,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Asahan,Sumatera Utara,PETANI/NELAYAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,124,3.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sumbawa,Nusa Tenggara Barat,PEGAWAI NEGERI,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.95,153,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bandung,Jawa Barat,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.81,157,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Tangerang,Banten,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3,147,3.23,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Karanganyar,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,,,,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.5,159,3.07,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Cilacap,Jawa Tengah,,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,,120,2.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Timur,DKI Jakarta,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,147,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,160,3.64,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.57,151,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Magelang,Jawa Tengah,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,2.89,150,3.38,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.81,160,3.63,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,GURU PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,,146,2.86,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Medan,Sumatera Utara,WIRASWASTA BIDANG JASA,,REGISTRASI,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0.25,102,1.32,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Grobogan,Jawa Tengah,WIRASWASTA BIDANG PERDAGANGAN,,KAMPUS MERDEKA,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.5,151,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Semarang,Jawa Tengah,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0,51,0.79,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jayapura,Papua,WIRASWASTA,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,147,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Bengkalis,Riau,Karyawan Swasta,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.32,163,3.22,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surakarta,Jawa Tengah,WIRASWASTA BIDANG JASA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.92,151,3.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Magelang,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,1.9,145,3.06,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Padang,Sumatera Barat,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,0.35,40,1.62,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Kolaka,Sulawesi Tenggara,PEGAWAI NEGERI,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.87,160,3.31,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.75,160,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,2.7,147,3.14,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Cilacap,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.83,153,3.73,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Jakarta Pusat,DKI Jakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.18,153,2.81,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Depok,Jawa Barat,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,4,151,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,DRIVER TAXI ONLINE,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.58,153,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.83,151,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Semarang,Jawa Tengah,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.53,153,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Temanggung,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,2.77,146,3.11,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Pontianak,Kalimantan Barat,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,SNBT,SBMPTN,,,,3.88,151,3.6,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Yogyakarta,DI Yogyakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.97,147,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Timur,DKI Jakarta,PEGAWAI BUMN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,163,3.61,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Kudus,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.47,154,3.5,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sukoharjo,Jawa Tengah,WIRASWASTA BIDANG PERTANIAN/PERKEBUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.88,151,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Budha,,,,Kota Tangerang,Banten,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.08,151,3.26,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Timur,DKI Jakarta,WIRASWASTA BIDANG PERDAGANGAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.61,157,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,Kota Batam,,3.68,150,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Batam,Kepulauan Riau,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.43,148,3.09,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Jakarta Timur,DKI Jakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.69,154,3.44,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Kristen,,,,Kota Bekasi,Jawa Barat,PEGAWAI BUMN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.47,160,3.24,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Sleman,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,154,3.56,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Medan,Sumatera Utara,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,0,20,0,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Kendari,Sulawesi Tenggara,DOSEN,,NON AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,147,3.36,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.43,150,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Gunungkidul,DI Yogyakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.7,153,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kab. Magelang,Jawa Tengah,LAIN-LAIN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,147,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Bontang,Kalimantan Timur,PEGAWAI BUMN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,135,3,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Surabaya,Jawa Timur,KARYAWAN SWASTA,,REGISTRASI,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,147,3.54,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Cirebon,Jawa Barat,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.25,150,3.39,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.55,160,3.29,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Padang,Sumatera Barat,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.44,147,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Tegal,Jawa Tengah,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.7,145,3.3,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Yogyakarta,DI Yogyakarta,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.75,159,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Salatiga,Jawa Tengah,PENSIUNAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,2.64,148,2.74,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Yogyakarta,DI Yogyakarta,DOSEN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.19,154,3.13,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Bantul,DI Yogyakarta,DOSEN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.64,157,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,,,,Kota Kotamobagu,Sulawesi Utara,PEGAWAI NEGERI,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.79,160,3.52,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Pati,Jawa Tengah,-,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,156,3.66,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,WIRASWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,4,163,3.57,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kab. Purwakarta,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,154,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,162,3.51,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Jakarta Utara,DKI Jakarta,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.88,153,3.47,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,,,,Kab. Gunungkidul,DI Yogyakarta,PETANI/NELAYAN,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.5,150,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,-,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,3.66,154,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,,,,Kota Bekasi,Jawa Barat,KARYAWAN SWASTA,,AKTIF,2022
2022,GASAL 2022,,S1 TEKNOLOGI INFORMASI,UM UGM,Ujian Masuk UGM,,,,,153,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,,,,Kota Jakarta Selatan,DKI Jakarta,-,,AKTIF,2022
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,122,3.14,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 MATAULI PANDAN,Kab. Tapanuli Tengah,Sumatera Utara,Kota Medan,Sumatera Utara,PEGAWAI BUMN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,124,3.38,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Katolik,SMAN 1 PURWOKERTO,Kab. Banyumas,Jawa Tengah,Kab. Banyumas,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,123,3.55,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAN 3 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PEGAWAI NEGERI,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,131,3.6,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,Kota Bontang,Kalimantan Timur,Kota Surakarta,Jawa Tengah,PEGAWAI BUMN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,120,3.25,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMA NEGERI 01,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,131,3.69,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 3 MALANG,Kota Malang,Jawa Timur,Kota Malang,Jawa Timur,DOSEN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,125,3.46,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 PADANG,Kota Padang,Sumatera Barat,Kota Padang,Sumatera Barat,WIRASWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,3.91,124,3.82,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Katolik,SMAS KOLESE DE BRITTO DEPOK,Kab. Sleman,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,PENSIUNAN,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,120,3.26,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 PONTIANAK,Kota Pontianak,Kalimantan Barat,Kota Pontianak,Kalimantan Barat,PEGAWAI NEGERI,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,128,3.56,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 YOGYAKARTA,Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,DI Yogyakarta,DOSEN,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,124,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 02,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,SUDAH MENINGGAL,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,126,3.37,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 3 SURAKARTA,Kota Surakarta,Jawa Tengah,Kab. Sukoharjo,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,Kab. Berau,,,128,3.4,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Islam,SMAN 1 BERAU,Kab. Berau,Kalimantan Timur,Kab. Berau,Kalimantan Timur,WIRASWASTA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,127,3.49,Reguler,S1 TEKNOLOGI INFORMASI 2021,L,Kristen,SMA KATOLIK ST. ALBERTUS,Kota Malang,Jawa Timur,Kota Denpasar,Bali,WIRASWASTA BIDANG JASA,,REGISTRASI,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,128,3.53,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 3 MEDAN,Kota Medan,Sumatera Utara,Kota Medan,Sumatera Utara,KARYAWAN SWASTA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,125,3.42,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMAN 1 PADANG,Kota Padang,Sumatera Barat,Kota Padang,Sumatera Barat,WIRASWASTA BIDANG JASA,,AKTIF,2023
2023,GASAL 2023,2023-08-15,S1 TEKNOLOGI INFORMASI,SNBP,SNBP,,,,,125,3.43,Reguler,S1 TEKNOLOGI INFORMASI 2021,P,Islam,SMA NEGERI 03,Kota Semarang,Jawa Tengah,Kota Semarang,Jawa Tengah,KARYAWAN SWASTA,,AKTIF,2023
